location,total_sqft,bed,bath,price,price_per_sqft
Kanakpura Road,1800.0,3.0,3.0,90.0,5000.0
Kanakpura Road,1339.0,2.0,2.0,71.5,5339.805825242718
Kanakpura Road,1339.0,2.0,2.0,58.0,4331.59073935773
Kanakpura Road,670.0,1.0,1.0,35.0,5223.880597014925
Kanakpura Road,1340.0,2.0,2.0,60.0,4477.611940298508
Kanakpura Road,1260.0,3.0,3.0,63.58,5046.0317460317465
Kanakpura Road,1155.0,2.0,2.0,55.5,4805.194805194805
Kanakpura Road,900.0,2.0,2.0,41.0,4555.555555555556
Kanakpura Road,700.0,2.0,2.0,34.99,4998.571428571428
Kanakpura Road,1309.0,2.0,2.0,64.39,4919.022154316272
Kanakpura Road,525.0,1.0,1.0,30.0,5714.285714285715
Kanakpura Road,1843.0,3.0,3.0,82.0,4449.267498643516
Kanakpura Road,1550.0,3.0,3.0,65.11,4200.645161290323
Kanakpura Road,1498.0,3.0,3.0,95.0,6341.789052069425
Kanakpura Road,525.0,1.0,2.0,27.0,5142.857142857143
Kanakpura Road,1665.0,3.0,3.0,86.91,5219.81981981982
Kanakpura Road,1665.0,3.0,3.0,86.58,5200.0
Kanakpura Road,712.0,1.0,1.0,38.44,5398.876404494382
Kanakpura Road,1450.0,3.0,3.0,62.4,4303.448275862069
Kanakpura Road,1843.0,3.0,3.0,85.0,4612.045577862181
Kanakpura Road,1628.0,2.0,2.0,68.0,4176.904176904177
Kanakpura Road,1507.0,3.0,2.0,95.0,6303.9150630391505
Kanakpura Road,1550.0,3.0,3.0,63.5,4096.774193548387
Kanakpura Road,1737.0,3.0,3.0,85.0,4893.494530800231
Kanakpura Road,700.0,2.0,2.0,35.07,5010.0
Kanakpura Road,1339.0,2.0,2.0,85.0,6348.020911127707
Kanakpura Road,525.0,1.0,1.0,27.0,5142.857142857143
Kanakpura Road,525.0,1.0,1.0,27.5,5238.0952380952385
Kanakpura Road,1155.0,2.0,2.0,50.125,4339.82683982684
Kanakpura Road,525.0,1.0,1.0,26.25,5000.0
Kanakpura Road,1452.0,3.0,3.0,60.98,4199.724517906336
Kanakpura Road,525.0,1.0,1.0,26.0,4952.380952380952
Kanakpura Road,1050.0,3.0,2.0,59.0,5619.047619047619
Kanakpura Road,1600.0,3.0,3.0,90.0,5625.0
Kanakpura Road,525.0,1.0,2.0,29.25,5571.428571428572
Kanakpura Road,1283.0,2.0,2.0,63.22,4927.5136399064695
Kanakpura Road,800.0,2.0,2.0,41.145,5143.125000000001
Kanakpura Road,1100.0,3.0,3.0,53.0,4818.181818181818
Kanakpura Road,1843.0,3.0,3.0,88.0,4774.823657080847
Kanakpura Road,1100.0,3.0,3.0,56.57,5142.727272727273
Kanakpura Road,700.0,2.0,2.0,35.0,5000.0
Kanakpura Road,1550.0,3.0,3.0,65.1,4199.999999999999
Kanakpura Road,1843.0,3.0,3.0,96.2,5219.750406945198
Kanakpura Road,1550.0,3.0,3.0,64.7,4174.193548387097
Kanakpura Road,1500.0,3.0,3.0,72.99,4865.999999999999
Kanakpura Road,1450.0,3.0,2.0,62.93,4340.0
Kanakpura Road,1240.0,2.0,2.0,65.0,5241.935483870968
Kanakpura Road,1420.0,3.0,3.0,68.0,4788.732394366197
Kanakpura Road,1498.0,3.0,3.0,74.9,5000.000000000001
Kanakpura Road,1300.0,3.0,2.0,55.0,4230.7692307692305
Kanakpura Road,700.0,2.0,2.0,41.0,5857.142857142857
Kanakpura Road,700.0,2.0,2.0,35.0,5000.0
Kanakpura Road,1570.0,3.0,3.0,65.93,4199.363057324841
Kanakpura Road,1450.0,3.0,3.0,65.0,4482.758620689655
Kanakpura Road,700.0,2.0,1.0,41.0,5857.142857142857
Kanakpura Road,1135.0,2.0,2.0,56.74,4999.1189427312775
Kanakpura Road,1100.0,3.0,3.0,58.0,5272.727272727273
Kanakpura Road,1140.0,2.0,2.0,65.0,5701.754385964912
Kanakpura Road,1452.0,3.0,3.0,60.0,4132.231404958678
Kanakpura Road,700.0,2.0,2.0,40.0,5714.285714285715
Kanakpura Road,1100.0,3.0,2.0,52.97,4815.454545454545
Kanakpura Road,1450.0,3.0,2.0,70.18,4840.000000000001
Kanakpura Road,525.0,1.0,1.0,26.01,4954.285714285715
Kanakpura Road,1843.0,3.0,3.0,85.0,4612.045577862181
Kanakpura Road,1938.0,3.0,3.0,92.69,4782.765737874097
Kanakpura Road,1530.0,3.0,2.0,70.99,4639.869281045751
Kanakpura Road,1322.0,2.0,2.0,70.0,5295.00756429652
Kanakpura Road,1698.0,2.0,2.0,105.0,6183.745583038869
Kanakpura Road,1300.0,3.0,3.0,69.0,5307.692307692308
Kanakpura Road,1300.0,3.0,3.0,69.0,5307.692307692308
Kanakpura Road,700.0,2.0,2.0,34.0,4857.142857142857
Kanakpura Road,1167.0,2.0,2.0,63.0,5398.457583547558
Kanakpura Road,1419.59,3.0,2.0,65.0,4578.786832817927
Kanakpura Road,1665.0,3.0,3.0,78.0,4684.684684684685
Kanakpura Road,1339.0,2.0,2.0,63.0,4705.003734129948
Kanakpura Road,1300.0,3.0,3.0,69.0,5307.692307692308
Kanakpura Road,1450.0,3.0,3.0,60.9,4200.0
Kanakpura Road,900.0,2.0,2.0,41.0,4555.555555555556
Kanakpura Road,1300.0,3.0,3.0,64.0,4923.076923076923
Kanakpura Road,1120.0,2.0,2.0,51.0,4553.571428571428
Kanakpura Road,1430.0,2.0,2.0,78.0,5454.545454545455
Kanakpura Road,700.0,2.0,2.0,36.0,5142.857142857143
Kanakpura Road,1401.0,3.0,3.0,69.0,4925.0535331905785
Kanakpura Road,1220.0,2.0,2.0,60.0,4918.0327868852455
Kanakpura Road,525.0,1.0,2.0,27.0,5142.857142857143
Kanakpura Road,1100.0,3.0,3.0,53.0,4818.181818181818
Kanakpura Road,1100.0,3.0,3.0,58.0,5272.727272727273
Kanakpura Road,1452.0,3.0,3.0,60.98,4199.724517906336
Kanakpura Road,1700.0,3.0,3.0,75.0,4411.764705882353
Kanakpura Road,900.0,2.0,2.0,41.0,4555.555555555556
Kanakpura Road,1100.0,3.0,3.0,53.0,4818.181818181818
Kanakpura Road,1300.0,3.0,2.0,69.0,5307.692307692308
Kanakpura Road,2000.0,3.0,3.0,105.0,5250.0
Kanakpura Road,1200.0,2.0,2.0,62.0,5166.666666666667
Kanakpura Road,900.0,2.0,2.0,41.0,4555.555555555556
Kanakpura Road,1843.0,3.0,3.0,95.0,5154.639175257732
Kanakpura Road,1100.0,3.0,2.0,53.0,4818.181818181818
Kanakpura Road,1843.0,3.0,3.0,90.0,4883.342376559956
Kanakpura Road,900.0,2.0,2.0,46.29,5143.333333333333
Kanakpura Road,850.0,1.0,1.0,37.32,4390.588235294118
Kanakpura Road,1570.0,3.0,3.0,68.0,4331.210191082802
Kanakpura Road,525.0,1.0,1.0,30.0,5714.285714285715
Kanakpura Road,1938.0,3.0,3.0,105.0,5417.956656346749
Kanakpura Road,1843.0,3.0,3.0,96.2,5219.750406945198
Kanakpura Road,525.0,1.0,1.0,26.0,4952.380952380952
Kanakpura Road,1610.0,3.0,3.0,78.5,4875.776397515528
Kanakpura Road,1250.0,3.0,3.0,62.6,5008.0
Kanakpura Road,1450.0,3.0,3.0,60.91,4200.689655172414
Kanakpura Road,700.0,2.0,2.0,36.0,5142.857142857143
Kanakpura Road,1622.0,3.0,3.0,95.0,5856.966707768187
Kanakpura Road,900.0,2.0,2.0,42.0,4666.666666666667
Kanakpura Road,1665.0,3.0,3.0,74.9,4498.498498498499
Kanakpura Road,1450.0,3.0,3.0,60.9,4200.0
Kanakpura Road,1339.0,2.0,2.0,67.0,5003.734129947722
Kannamangala,957.0,2.0,2.0,58.0,6060.606060606061
Kannamangala,957.0,2.0,2.0,56.0,5851.619644723093
Kannamangala,3000.0,4.0,4.0,200.0,6666.666666666667
Kannamangala,1536.0,3.0,3.0,89.0,5794.270833333333
Kannamangala,2400.0,4.0,4.0,130.0,5416.666666666667
Kannamangala,1574.0,3.0,3.0,93.34,5930.114358322745
Kannamangala,957.0,2.0,2.0,52.5,5485.8934169279
Kannamangala,1536.0,3.0,3.0,104.0,6770.833333333333
Kannamangala,957.0,2.0,2.0,54.5,5694.879832810867
Kannamangala,2422.0,4.0,4.0,135.0,5573.905862923204
Kannamangala,957.0,2.0,2.0,55.0,5747.126436781609
Kannamangala,957.0,2.0,2.0,56.0,5851.619644723093
Karuna Nagar,2500.0,3.0,3.0,180.0,7200.0
Karuna Nagar,2500.0,3.0,3.0,190.0,7600.0
Karuna Nagar,1962.0,3.0,3.0,175.0,8919.469928644241
Karuna Nagar,1057.0,2.0,2.0,65.0,6149.479659413434
Karuna Nagar,1354.0,3.0,2.0,98.0,7237.81388478582
Karuna Nagar,1945.0,3.0,3.0,115.0,5912.596401028278
Karuna Nagar,1960.0,3.0,3.0,165.0,8418.367346938776
Kasavanhalli,1060.0,2.0,2.0,58.06,5477.358490566037
Kasavanhalli,1563.05,3.0,3.0,105.0,6717.635392341896
Kasavanhalli,1717.0,3.0,3.0,99.0,5765.87070471753
Kasavanhalli,1799.0,3.0,3.0,90.0,5002.77932184547
Kasavanhalli,3260.0,4.0,4.0,240.0,7361.963190184049
Kasavanhalli,1349.0,2.0,2.0,78.0,5782.060785767235
Kasavanhalli,1121.0,2.0,2.0,78.0,6958.07314897413
Kasavanhalli,1100.0,2.0,2.0,50.0,4545.454545454545
Kasavanhalli,1980.0,3.0,3.0,88.0,4444.444444444444
Kasavanhalli,1200.0,2.0,2.0,78.0,6500.0
Kasavanhalli,1646.0,3.0,3.0,79.5,4829.890643985419
Kasavanhalli,1555.0,3.0,3.0,82.5,5305.4662379421225
Kasavanhalli,1476.0,3.0,3.0,89.0,6029.810298102981
Kasavanhalli,1493.0,3.0,3.0,82.0,5492.297387809779
Kasavanhalli,1200.0,2.0,2.0,50.0,4166.666666666667
Kasavanhalli,1719.0,3.0,3.0,116.0,6748.109365910413
Kasavanhalli,1115.0,2.0,2.0,50.0,4484.304932735426
Kasavanhalli,1125.0,2.0,2.0,61.2,5440.0
Kasavanhalli,2170.0,3.0,3.0,151.0,6958.52534562212
Kasavanhalli,1915.0,3.0,3.0,80.0,4177.545691906005
Kasavanhalli,1450.0,3.0,3.0,77.41,5338.620689655172
Kasavanhalli,1476.0,3.0,3.0,95.0,6436.314363143631
Kasavanhalli,1200.0,2.0,2.0,50.3,4191.666666666667
Kasavanhalli,2100.0,3.0,3.0,110.0,5238.0952380952385
Kasavanhalli,1787.0,3.0,3.0,123.0,6883.044208170118
Kasavanhalli,1090.0,2.0,2.0,59.8,5486.238532110092
Kasavanhalli,1691.0,3.0,3.0,104.0,6150.206978119456
Kasavanhalli,4260.0,4.0,4.0,272.0,6384.976525821597
Kasavanhalli,2111.0,3.0,4.0,120.0,5684.509711037423
Kasavanhalli,1545.0,3.0,3.0,69.0,4466.019417475728
Kasavanhalli,950.0,2.0,2.0,39.0,4105.263157894737
Kasavanhalli,1863.0,4.0,3.0,105.0,5636.070853462158
Kasavanhalli,1667.0,3.0,3.0,92.0,5518.896220755849
Kasavanhalli,1494.0,3.0,3.0,82.0,5488.621151271754
Kasavanhalli,1555.0,3.0,3.0,82.0,5273.311897106109
Kasavanhalli,770.0,1.0,1.0,43.82,5690.909090909091
Kasavanhalli,1147.0,2.0,2.0,60.0,5231.037489102006
Kasavanhalli,1375.0,2.0,2.0,72.0,5236.363636363636
Kasavanhalli,1380.0,3.0,2.0,55.0,3985.5072463768115
Kasavanhalli,1200.0,2.0,2.0,60.0,5000.0
Kasavanhalli,4260.0,4.0,4.0,333.0,7816.901408450704
Kasavanhalli,1495.0,2.0,2.0,83.0,5551.8394648829435
Kasavanhalli,4000.0,4.0,4.0,325.0,8125.0
Kasavanhalli,1225.0,3.0,2.0,69.0,5632.65306122449
Kasavanhalli,1917.0,3.0,3.0,132.0,6885.758998435055
Kasavanhalli,1375.0,2.0,2.0,78.0,5672.727272727273
Kasavanhalli,4408.0,4.0,4.0,344.0,7803.992740471869
Kasavanhalli,1309.0,2.0,2.0,95.0,7257.448433919022
Kasavanhalli,1476.0,3.0,3.0,105.0,7113.821138211382
Kasavanhalli,1158.0,2.0,2.0,67.0,5785.837651122625
Kasavanhalli,1214.0,2.0,2.0,67.0,5518.945634266886
Kasavanhalli,2110.0,3.0,4.0,120.0,5687.203791469195
Kasavanhalli,1495.0,2.0,2.0,110.0,7357.859531772575
Kasavanhalli,1575.0,2.0,2.0,85.0,5396.825396825397
Kasavanhalli,1069.0,2.0,2.0,55.0,5144.9953227315245
Kasavanhalli,1100.0,2.0,2.0,68.0,6181.818181818182
Kasavanhalli,1715.0,3.0,3.0,112.0,6530.6122448979595
Kasavanhalli,1100.0,2.0,2.0,65.0,5909.090909090909
Kasavanhalli,1230.0,2.0,2.0,66.25,5386.178861788618
Kasavanhalli,1819.0,3.0,3.0,150.0,8246.289169873557
Kasavanhalli,1719.0,3.0,3.0,71.0,4130.308318789994
Kasavanhalli,1600.0,3.0,3.0,79.0,4937.5
Kasavanhalli,1585.0,2.0,2.0,90.0,5678.233438485804
Kasavanhalli,1245.0,2.0,2.0,80.0,6425.70281124498
Kasavanhalli,2035.0,3.0,3.0,142.0,6977.886977886978
Kasavanhalli,1747.0,3.0,3.0,110.0,6296.508299942759
Kasavanhalli,1377.0,2.0,2.0,80.0,5809.731299927378
Kasavanhalli,1181.0,2.0,2.0,61.0,5165.114309906859
Kasavanhalli,1121.0,2.0,2.0,75.0,6690.454950936663
Kasturi Nagar,1925.0,3.0,3.0,125.0,6493.506493506494
Kasturi Nagar,1567.0,2.0,2.0,92.0,5871.091257179323
Kasturi Nagar,1570.0,3.0,3.0,80.0,5095.541401273886
Kasturi Nagar,1565.0,3.0,3.0,88.5,5654.952076677317
Kasturi Nagar,1080.0,2.0,2.0,80.0,7407.407407407408
Kasturi Nagar,1101.0,2.0,2.0,65.0,5903.723887375114
Kasturi Nagar,1500.0,3.0,2.0,80.0,5333.333333333333
Kasturi Nagar,1896.0,4.0,3.0,125.0,6592.827004219409
Kasturi Nagar,1100.0,2.0,2.0,58.0,5272.727272727273
Kasturi Nagar,1570.0,3.0,3.0,110.0,7006.369426751592
Kasturi Nagar,1000.0,2.0,2.0,58.0,5800.0
Kasturi Nagar,1101.0,2.0,2.0,66.0,5994.550408719346
Kasturi Nagar,2507.0,4.0,4.0,155.0,6182.688472277623
Kathriguppe,1400.0,3.0,2.0,77.0,5500.0
Kathriguppe,1250.0,3.0,2.0,68.75,5500.0
Kathriguppe,1245.0,3.0,2.0,68.48,5500.401606425703
Kathriguppe,1350.0,3.0,2.0,87.01,6445.185185185185
Kathriguppe,1350.0,3.0,2.0,80.99,5999.259259259258
Kathriguppe,1365.0,3.0,2.0,75.08,5500.3663003663005
Kathriguppe,1300.0,3.0,3.0,77.99,5999.230769230769
Kathriguppe,1350.0,3.0,2.0,80.99,5999.259259259258
Kathriguppe,1390.0,3.0,2.0,76.45,5500.0
Kathriguppe,1350.0,3.0,3.0,78.3,5800.0
Kathriguppe,1250.0,3.0,2.0,68.75,5500.0
Kathriguppe,1300.0,3.0,3.0,77.99,5999.230769230769
Kathriguppe,1335.0,3.0,2.0,73.43,5500.374531835207
Kathriguppe,1300.0,3.0,3.0,77.99,5999.230769230769
Kathriguppe,1300.0,3.0,3.0,77.99,5999.230769230769
Kathriguppe,1335.0,3.0,2.0,73.43,5500.374531835207
Kathriguppe,1350.0,3.0,3.0,80.99,5999.259259259258
Kathriguppe,1250.0,2.0,2.0,68.75,5500.0
Kathriguppe,1350.0,3.0,3.0,80.99,5999.259259259258
Kaval Byrasandra,1200.0,2.0,2.0,52.0,4333.333333333333
Kaval Byrasandra,1020.0,2.0,2.0,52.0,5098.0392156862745
Kaval Byrasandra,1200.0,2.0,2.0,49.5,4125.0
Kaval Byrasandra,945.0,2.0,2.0,50.0,5291.005291005291
Kaval Byrasandra,1060.0,2.0,2.0,45.0,4245.2830188679245
Kaval Byrasandra,1100.0,2.0,2.0,46.0,4181.818181818182
Kaval Byrasandra,1185.0,2.0,2.0,49.0,4135.021097046413
Kaval Byrasandra,997.0,2.0,2.0,53.0,5315.947843530592
Kaval Byrasandra,1060.0,2.0,2.0,42.0,3962.264150943396
Kaval Byrasandra,480.0,1.0,1.0,25.0,5208.333333333333
Kaval Byrasandra,1125.0,2.0,2.0,41.5,3688.8888888888887
Kaval Byrasandra,1180.0,2.0,2.0,60.0,5084.745762711865
Kaval Byrasandra,1450.0,3.0,3.0,75.0,5172.413793103448
Kaval Byrasandra,1066.0,2.0,2.0,55.0,5159.474671669794
Kaval Byrasandra,1025.0,2.0,2.0,60.0,5853.658536585366
Kaval Byrasandra,1400.0,3.0,3.0,75.0,5357.142857142857
Kenchenahalli,1015.0,2.0,2.0,58.0,5714.285714285715
Kenchenahalli,715.0,1.0,1.0,45.0,6293.706293706294
Kenchenahalli,1150.0,2.0,2.0,58.0,5043.478260869565
Kenchenahalli,1280.0,3.0,2.0,69.0,5390.625
Kenchenahalli,1410.0,3.0,2.0,73.0,5177.304964539007
Kenchenahalli,870.0,2.0,1.0,45.0,5172.413793103448
Kenchenahalli,1150.0,2.0,2.0,60.0,5217.391304347826
Kenchenahalli,700.0,1.0,1.0,35.0,5000.0
Kenchenahalli,1060.0,2.0,2.0,52.0,4905.66037735849
Kenchenahalli,1150.0,2.0,2.0,57.0,4956.521739130435
Kenchenahalli,1720.0,3.0,3.0,100.0,5813.953488372093
Kenchenahalli,1015.0,2.0,2.0,60.0,5911.330049261083
Kengeri,1540.0,3.0,2.0,64.0,4155.8441558441555
Kengeri,750.0,2.0,2.0,38.0,5066.666666666667
Kengeri,1160.0,2.0,2.0,40.61,3500.862068965517
Kengeri,1197.0,2.0,2.0,50.0,4177.109440267335
Kengeri,1200.0,2.0,2.0,58.0,4833.333333333333
Kengeri,1188.0,3.0,2.0,38.0,3198.6531986531986
Kengeri,726.0,2.0,2.0,31.0,4269.972451790633
Kengeri,1250.0,3.0,3.0,48.0,3840.0
Kengeri,1025.0,2.0,2.0,57.0,5560.975609756098
Kengeri,1160.0,3.0,2.0,40.6,3500.0
Kengeri,1082.0,3.0,2.0,49.0,4528.650646950093
Kengeri,1155.0,2.0,2.0,40.6,3515.151515151515
Kengeri,1255.0,2.0,2.0,50.0,3984.06374501992
Kengeri,750.0,2.0,2.0,36.0,4800.0
Kengeri,963.0,2.0,2.0,40.0,4153.686396677051
Kengeri,927.0,2.0,2.0,37.0,3991.3700107874865
Kengeri,726.0,2.0,2.0,35.0,4820.936639118458
Kengeri,416.0,1.0,1.0,19.5,4687.5
Kengeri,900.0,2.0,2.0,45.0,5000.0
Kengeri,900.0,2.0,2.0,30.0,3333.3333333333335
Kengeri,787.0,2.0,2.0,31.0,3939.0088945362136
Kengeri,502.0,1.0,1.0,25.0,4980.0796812749
Kengeri,1470.0,3.0,3.0,50.0,3401.360544217687
Kengeri,1200.0,3.0,3.0,67.0,5583.333333333333
Kengeri,725.0,2.0,2.0,30.0,4137.931034482759
Kengeri,500.0,1.0,1.0,17.0,3400.0
Kengeri,540.0,1.0,1.0,22.5,4166.666666666667
Kengeri,750.0,2.0,2.0,35.5,4733.333333333333
Kengeri,1741.0,3.0,3.0,80.0,4595.060310166571
Kengeri,1436.0,3.0,2.0,55.0,3830.08356545961
Kengeri,1200.0,2.0,2.0,58.0,4833.333333333333
Kengeri,1230.0,2.0,2.0,45.0,3658.5365853658536
Kengeri,1230.0,3.0,2.0,52.0,4227.642276422765
Kengeri,750.0,2.0,2.0,36.5,4866.666666666667
Kengeri,1000.0,2.0,2.0,34.0,3400.0
Kengeri,416.0,1.0,1.0,18.0,4326.923076923077
Kengeri,1245.0,3.0,2.0,43.57,3499.598393574297
Kengeri,883.0,2.0,2.0,49.0,5549.263873159683
Kengeri,1052.0,2.0,2.0,51.0,4847.9087452471485
Kengeri,1220.0,2.0,2.0,63.0,5163.934426229508
Kengeri,1150.0,1.0,1.0,52.0,4521.739130434783
Kengeri,1192.0,2.0,2.0,53.5,4488.255033557047
Kengeri,1200.0,2.0,2.0,42.0,3500.0
Kengeri,750.0,2.0,2.0,40.0,5333.333333333333
Kengeri,1035.0,2.0,2.0,51.5,4975.84541062802
Kengeri,3000.0,8.0,5.0,130.0,4333.333333333333
Kengeri,410.0,1.0,1.0,15.0,3658.5365853658536
Kengeri,416.0,1.0,1.0,17.19,4132.211538461539
Kengeri,1320.0,2.0,2.0,50.0,3787.878787878788
Kengeri,1160.0,2.0,2.0,40.6,3500.0
Kengeri,2500.0,5.0,4.0,100.0,4000.0
Kengeri,550.0,1.0,1.0,16.75,3045.4545454545455
Kengeri Satellite Town,890.0,2.0,2.0,35.0,3932.5842696629215
Kengeri Satellite Town,883.0,2.0,2.0,45.0,5096.262740656852
Kengeri Satellite Town,1415.0,3.0,2.0,66.0,4664.310954063604
Kengeri Satellite Town,930.0,1.0,1.0,30.0,3225.8064516129034
Kengeri Satellite Town,1635.0,3.0,2.0,78.0,4770.642201834862
Kengeri Satellite Town,1050.0,2.0,2.0,43.0,4095.2380952380954
Kengeri Satellite Town,1007.0,2.0,2.0,42.0,4170.8043694141015
Kengeri Satellite Town,635.0,2.0,1.0,22.0,3464.566929133858
Kengeri Satellite Town,818.0,2.0,2.0,26.0,3178.484107579462
Kengeri Satellite Town,1030.0,2.0,2.0,50.0,4854.368932038835
Kengeri Satellite Town,1200.0,2.0,2.0,65.0,5416.666666666667
Kengeri Satellite Town,795.0,2.0,2.0,32.0,4025.1572327044023
Kengeri Satellite Town,1302.5,2.0,2.0,44.285,3400.0
Kengeri Satellite Town,800.0,2.0,2.0,40.0,5000.0
Kengeri Satellite Town,654.0,1.0,1.0,22.0,3363.914373088685
Kengeri Satellite Town,1060.0,2.0,2.0,42.0,3962.264150943396
Kengeri Satellite Town,750.0,2.0,2.0,33.0,4400.0
Kengeri Satellite Town,920.0,2.0,2.0,39.0,4239.130434782609
Kengeri Satellite Town,985.0,2.0,2.0,42.0,4263.959390862944
Kengeri Satellite Town,410.0,1.0,1.0,15.0,3658.5365853658536
Kengeri Satellite Town,1120.0,2.0,2.0,49.0,4375.0
Kengeri Satellite Town,1450.0,3.0,2.0,50.0,3448.2758620689656
Kengeri Satellite Town,1110.0,2.0,2.0,43.0,3873.873873873874
Kengeri Satellite Town,1170.0,2.0,2.0,50.0,4273.504273504273
Kengeri Satellite Town,777.4,2.0,2.0,25.0,3215.8476974530486
Kengeri Satellite Town,800.0,2.0,2.0,32.0,4000.0
Kereguddadahalli,950.0,2.0,2.0,32.0,3368.4210526315787
Kereguddadahalli,1400.0,3.0,2.0,48.0,3428.5714285714284
Kereguddadahalli,800.0,2.0,2.0,28.0,3500.0
Kereguddadahalli,904.0,2.0,2.0,30.0,3318.5840707964603
Kereguddadahalli,1300.0,3.0,2.0,39.0,3000.0
Kereguddadahalli,1000.0,2.0,2.0,30.0,3000.0
Kereguddadahalli,1240.0,3.0,3.0,41.0,3306.451612903226
Kereguddadahalli,600.0,1.0,1.0,19.5,3250.0
Kereguddadahalli,1080.0,2.0,2.0,32.0,2962.962962962963
Kereguddadahalli,1000.0,2.0,2.0,34.0,3400.0
Kereguddadahalli,1400.0,3.0,2.0,42.0,3000.0
Kereguddadahalli,1280.0,3.0,3.0,42.0,3281.25
Kereguddadahalli,1015.0,2.0,2.0,35.0,3448.2758620689656
Kodichikkanahalli,1190.0,3.0,2.0,57.0,4789.915966386555
Kodichikkanahalli,995.0,2.0,2.0,41.0,4120.603015075377
Kodichikkanahalli,2700.0,5.0,7.0,125.0,4629.62962962963
Kodichikkanahalli,1495.0,3.0,2.0,75.0,5016.722408026756
Kodichikkanahalli,1125.0,2.0,2.0,52.0,4622.222222222223
Kodichikkanahalli,1150.0,2.0,2.0,48.0,4173.913043478261
Kodichikkanahalli,1070.0,2.0,2.0,43.0,4018.691588785047
Kodichikkanahalli,1620.0,3.0,2.0,85.0,5246.913580246914
Kodichikkanahalli,1560.0,3.0,2.0,65.0,4166.666666666667
Kodichikkanahalli,1026.0,2.0,2.0,45.0,4385.964912280701
Kodichikkanahalli,2500.0,5.0,7.0,125.0,5000.0
Kodichikkanahalli,450.0,1.0,1.0,18.0,4000.0
Kodichikkanahalli,907.0,2.0,2.0,38.5,4244.7629547960305
Kodichikkanahalli,1181.0,2.0,2.0,57.0,4826.418289585097
Kodichikkanahalli,900.0,2.0,2.0,42.0,4666.666666666667
Kodichikkanahalli,1310.0,3.0,2.0,53.0,4045.8015267175574
Kodichikkanahalli,1400.0,3.0,3.0,66.0,4714.285714285715
Kodichikkanahalli,976.0,2.0,2.0,50.0,5122.950819672131
Kodichikkanahalli,2700.0,5.0,4.0,125.0,4629.62962962963
Kodichikkanahalli,1299.0,2.0,2.0,58.0,4464.973056197075
Kodigehaali,1166.0,2.0,2.0,55.0,4716.981132075472
Kodigehaali,1320.0,3.0,3.0,65.0,4924.242424242424
Kodigehaali,1117.0,2.0,2.0,56.0,5013.428827215756
Kodigehaali,1200.0,2.0,2.0,55.0,4583.333333333333
Kodigehaali,1200.0,2.0,2.0,60.0,5000.0
Kodigehaali,2120.0,3.0,3.0,177.0,8349.056603773584
Kodigehaali,1013.0,2.0,2.0,51.0,5034.550839091807
Kodigehaali,1324.0,3.0,3.0,65.0,4909.365558912386
Kodigehaali,965.0,2.0,2.0,38.0,3937.8238341968913
Kodigehaali,866.0,2.0,2.0,32.0,3695.150115473441
Kodigehaali,1442.0,3.0,3.0,80.0,5547.850208044383
Kodigehalli,1270.0,2.0,2.0,98.0,7716.535433070866
Kodigehalli,1200.0,2.0,2.0,48.0,4000.0
Kodigehalli,655.0,1.0,1.0,53.0,8091.603053435115
Kodigehalli,1820.0,3.0,3.0,150.0,8241.758241758242
Kodigehalli,635.0,2.0,1.0,28.0,4409.4488188976375
Kodigehalli,1200.0,3.0,4.0,156.0,13000.0
Kodihalli,3252.0,4.0,5.0,335.0,10301.353013530135
Kodihalli,2700.0,3.0,4.0,270.0,10000.0
Kodihalli,2392.0,3.0,4.0,260.0,10869.565217391304
Kodihalli,2408.0,3.0,4.0,260.0,10797.34219269103
Kodihalli,2500.0,3.0,4.0,260.0,10400.0
Kodihalli,1620.0,3.0,3.0,130.0,8024.691358024691
Kodihalli,3260.0,4.0,5.0,388.0,11901.840490797545
Kodihalli,3197.0,4.0,5.0,335.0,10478.573662808883
Kodihalli,1490.0,2.0,2.0,150.0,10067.114093959732
Kogilu,1909.0,3.0,3.0,88.0,4609.743321110529
Kogilu,1664.0,3.0,2.0,73.95,4444.110576923077
Kogilu,1170.0,2.0,2.0,51.99,4443.589743589743
Kogilu,650.0,2.0,2.0,28.0,4307.692307692308
Kogilu,1140.0,2.0,2.0,50.66,4443.859649122807
Kogilu,1200.0,2.0,2.0,53.33,4444.166666666667
Kogilu,1934.0,3.0,3.0,150.0,7755.946225439504
Kogilu,540.0,1.0,1.0,36.0,6666.666666666667
Kogilu,1559.0,3.0,3.0,127.0,8146.247594611931
Kogilu,1190.0,2.0,2.0,50.66,4257.142857142857
Kogilu,1140.0,2.0,2.0,50.66,4443.859649122807
Kogilu,1559.0,3.0,3.0,120.0,7697.2418216805645
Kogilu,700.0,1.0,1.0,30.84,4405.714285714285
Kogilu,1250.0,2.0,2.0,55.55,4444.0
Kogilu,1200.0,2.0,2.0,53.33,4444.166666666667
Kogilu,952.0,2.0,2.0,49.0,5147.058823529412
Kogilu,700.0,1.0,1.0,30.84,4405.714285714285
Kogilu,1250.0,2.0,2.0,55.55,4444.0
Kogilu,2456.0,7.0,7.0,85.0,3460.912052117264
Kogilu,1140.0,2.0,2.0,50.66,4443.859649122807
Kogilu,1140.0,2.0,2.0,50.66,4443.859649122807
Konanakunte,2791.0,3.0,3.0,223.0,7989.967753493372
