,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,SALES_PRICE
3879,Velachery,1824.0,3.0,2.0,69.11
3880,Chrompet,837.0,1.0,1.0,105.64
3881,Adyar,1103.0,1.0,1.0,76.94
3882,Karapakkam,1386.0,2.0,2.0,84.18
3883,Velachery,1588.0,2.0,1.0,115.16
3884,Chrompet,792.0,1.0,1.0,105.67
3885,Chrompet,1241.0,2.0,1.0,89.39
3886,KK Nagar,1571.0,2.0,1.0,116.49
3887,Chrompet,770.0,1.0,1.0,88.84
3888,Anna Nagar,1707.0,1.0,1.0,173.64
3889,T Nagar,1840.0,2.0,1.0,144.78
3890,Karapakkam,972.0,1.0,1.0,64.0
3891,Adyar,1000.0,1.0,1.0,83.49
3892,T Nagar,1888.0,2.0,1.0,137.65
3893,Karapakkam,557.0,1.0,1.0,32.1
3894,Chrompet,1180.0,1.0,1.0,88.9
3895,Chrompet,1219.0,2.0,1.0,99.51
3896,Karapakkam,943.0,1.0,1.0,87.76
3897,Chrompet,1133.0,1.0,1.0,94.68
3898,Adyar,1153.0,1.0,1.0,83.5
3899,Velachery,1618.0,2.0,1.0,163.54
3900,Karapakkam,1246.0,1.0,1.0,79.58
3901,KK Nagar,2389.0,4.0,2.0,184.03
3902,KK Nagar,2227.0,4.0,2.0,118.21
3903,Anna Nagar,1853.0,2.0,1.0,137.61
3904,Chrompet,926.0,1.0,1.0,119.4
3905,T Nagar,1517.0,1.0,1.0,117.13
3906,KK Nagar,1721.0,2.0,1.0,92.25
3907,Karapakkam,1231.0,1.0,1.0,57.11
3908,Karapakkam,1090.0,1.0,1.0,48.76
3909,Velachery,1590.0,2.0,1.0,139.25
3910,Karapakkam,1353.0,2.0,2.0,75.07
3911,Anna Nagar,1610.0,1.0,1.0,135.46
3912,T Nagar,1883.0,2.0,1.0,148.67
3913,Chrompet,1029.0,1.0,1.0,133.76
3914,Chrompet,1285.0,2.0,1.0,118.2
3915,Adyar,1210.0,2.0,2.0,124.96
3916,Karapakkam,774.0,1.0,1.0,41.82
3917,Chrompet,940.0,1.0,1.0,90.65
3918,Velachery,1893.0,3.0,2.0,99.96
3919,Chrompet,857.0,1.0,1.0,73.77
3920,T Nagar,1563.0,1.0,1.0,112.78
3921,Velachery,1634.0,2.0,1.0,96.44
3922,KK Nagar,1483.0,2.0,1.0,87.57
3923,T Nagar,1902.0,2.0,1.0,217.89
3924,T Nagar,1638.0,1.0,1.0,139.06
3925,Anna Nagar,1877.0,2.0,1.0,218.11
3926,Chrompet,751.0,1.0,1.0,84.85
3927,KK Nagar,1873.0,3.0,2.0,154.94
3928,Chrompet,1021.0,1.0,1.0,83.88
3929,Karapakkam,1448.0,2.0,2.0,134.35
3930,Karapakkam,720.0,1.0,1.0,63.52
3931,Anna Nagar,1514.0,1.0,1.0,122.79
3932,KK Nagar,2347.0,4.0,2.0,128.86
3933,KK Nagar,1816.0,3.0,2.0,107.64
3934,Velachery,1615.0,2.0,1.0,80.92
3935,Velachery,1941.0,3.0,2.0,110.15
3936,KK Nagar,2227.0,4.0,2.0,123.35
3937,Chrompet,1119.0,1.0,1.0,132.67
3938,Chrompet,885.0,1.0,1.0,84.15
3939,Karapakkam,1417.0,2.0,2.0,123.05
3940,Adyar,1278.0,2.0,2.0,94.48
3941,Chrompet,1050.0,1.0,1.0,112.85
3942,T Nagar,1706.0,1.0,1.0,130.95
3943,Karapakkam,774.0,1.0,1.0,63.54
3944,Anna Nagar,1751.0,1.0,1.0,133.32
3945,Karapakkam,729.0,1.0,1.0,66.79
3946,Chrompet,1142.0,1.0,1.0,100.66
3947,Velachery,1668.0,2.0,1.0,91.51
3948,Chrompet,857.0,1.0,1.0,122.33
3949,Velachery,1774.0,2.0,1.0,141.03
3950,Chrompet,897.0,1.0,1.0,89.57
3951,T Nagar,1838.0,2.0,1.0,202.42
3952,Adyar,1000.0,1.0,1.0,80.81
3953,Karapakkam,1209.0,1.0,1.0,65.67
3954,Chrompet,858.0,1.0,1.0,103.35
3955,Adyar,767.0,1.0,1.0,90.46
3956,T Nagar,1624.0,1.0,1.0,132.34
3957,Karapakkam,579.0,1.0,1.0,50.33
3958,Adyar,881.0,1.0,1.0,127.25
3959,Chrompet,722.0,1.0,1.0,68.88
3960,Velachery,1837.0,3.0,2.0,114.12
3961,Chormpet,1296.0,2.0,1.0,99.66
3962,Karapakkam,1624.0,2.0,2.0,76.51
3963,Anna Nagar,1630.0,1.0,1.0,129.39
3964,Chrompet,1257.0,2.0,1.0,99.46
3965,Chrompet,1163.0,1.0,1.0,121.23
3966,Velachery,1652.0,2.0,1.0,120.39
3967,Velachery,1566.0,2.0,1.0,67.76
3968,Velachery,1669.0,2.0,1.0,71.93
3969,Karapakkam,1009.0,1.0,1.0,52.72
3970,Adyar,750.0,1.0,1.0,62.52
3971,KK Nagar,2149.0,3.0,2.0,118.4
3972,Velachery,1818.0,3.0,2.0,98.91
3973,KK Nagar,1623.0,2.0,1.0,144.86
3974,Anna Nagar,1602.0,1.0,1.0,123.59
3975,Chrompet,1143.0,1.0,1.0,127.16
3976,Adyar,865.0,1.0,1.0,49.82
3977,Anna Nagar,1880.0,2.0,1.0,205.63
3978,Chrompet,721.0,1.0,1.0,87.32
3979,T Nagar,1510.0,1.0,1.0,107.54
3980,Adyar,1025.0,1.0,1.0,131.69
3981,Karapakkam,762.0,1.0,1.0,76.76
3982,T Nagar,1609.0,1.0,1.0,177.21
3983,Chrompet,869.0,1.0,1.0,124.55
3984,Adyar,1109.0,1.0,1.0,127.36
3985,Adyar,928.0,1.0,1.0,69.97
3986,Velachery,1747.0,2.0,1.0,99.83
3987,T Nagar,1526.0,1.0,1.0,185.47
3988,T Nagar,1922.0,2.0,1.0,132.12
3989,KK Nagar,1366.0,2.0,1.0,98.08
3990,Karapakkam,731.0,1.0,1.0,31.02
3991,T Nagar,1886.0,2.0,1.0,120.41
3992,Velachery,1754.0,2.0,1.0,119.64
3993,Adyar,1236.0,2.0,2.0,134.79
3994,Chrompet,1291.0,2.0,1.0,105.0
3995,Anna Nagar,1744.0,1.0,1.0,116.67
3996,Adyar,933.0,1.0,1.0,90.22
3997,Chrompet,747.0,1.0,1.0,62.07
3998,Velachery,1574.0,2.0,1.0,82.87
3999,Chrompet,1290.0,2.0,1.0,134.42
4000,Velachery,1574.0,2.0,1.0,131.13
4001,Karapakkam,932.0,1.0,1.0,100.95
4002,Karapakkam,1047.0,1.0,1.0,85.98
4003,Anna Nagar,1957.0,2.0,1.0,133.71
4004,Karapakkam,1511.0,2.0,2.0,92.69
4005,KK Nagar,1761.0,2.0,1.0,143.97
4006,KK Nagar,2287.0,4.0,2.0,123.4
4007,Velachery,1749.0,2.0,1.0,102.37
4008,Karapakkam,1550.0,2.0,2.0,85.67
4009,T Nagar,1766.0,1.0,1.0,186.59
4010,Anna Nagar,1540.0,1.0,1.0,131.86
4011,Velachery,1874.0,3.0,2.0,92.92
4012,Karapakkam,1454.0,2.0,2.0,72.03
4013,KK Nagar,2461.0,4.0,2.0,113.39
4014,Velachery,1528.0,2.0,1.0,136.43
4015,Adyar,823.0,1.0,1.0,71.74
4016,KK Nagar,1389.0,2.0,1.0,96.3
4017,Adyar,765.0,1.0,1.0,82.04
4018,Adyar,1244.0,2.0,2.0,86.61
4019,Velachery,1566.0,2.0,1.0,115.49
4020,Anna Nagar,1539.0,1.0,1.0,113.21
4021,Chrompet,1283.0,2.0,1.0,155.04
4022,Chrompet,1132.0,1.0,1.0,136.06
4023,Chrompet,948.0,1.0,1.0,84.23
4024,Karapakkam,589.0,1.0,1.0,60.62
4025,Karapakkam,1025.0,1.0,1.0,76.88
4026,Chrompet,885.0,1.0,1.0,109.58
4027,Karapakkam,758.0,1.0,1.0,62.38
4028,Adyar,663.0,1.0,1.0,54.27
4029,Velachery,1530.0,2.0,1.0,67.53
4030,Velachery,1948.0,3.0,2.0,107.66
4031,Adyar,940.0,1.0,1.0,88.71
4032,T Nagar,1532.0,1.0,1.0,108.02
4033,Velachery,1894.0,3.0,2.0,89.18
4034,KK Nagar,1373.0,2.0,1.0,86.39
4035,Velachery,1528.0,2.0,1.0,79.22
4036,Velachery,1826.0,3.0,2.0,97.11
4037,Karapakkam,1132.0,1.0,1.0,53.3
4038,T Nagar,1955.0,2.0,1.0,148.62
4039,Karapakkam,1036.0,1.0,1.0,89.02
4040,T Nagar,1504.0,1.0,1.0,203.63
4041,Anna Nagar,1826.0,2.0,1.0,157.79
4042,Karapakkam,1609.0,2.0,2.0,112.75
4043,Karapakkam,891.0,1.0,1.0,80.0
4044,Karapakkam,1665.0,2.0,2.0,77.29
4045,Anna Nagar,1965.0,2.0,1.0,144.11
4046,Chrompet,1157.0,1.0,1.0,126.33
4047,KK Nagar,2064.0,3.0,2.0,164.98
4048,Chrompet,1181.0,1.0,1.0,98.48
4049,KK Nagar,1653.0,2.0,1.0,107.94
4050,KK Nagar,2282.0,4.0,2.0,121.71
4051,Karapakkam,1531.0,2.0,2.0,114.51
4052,Anna Nagar,1629.0,1.0,1.0,199.39
4053,Chrompet,1081.0,1.0,1.0,97.78
4054,Karapakkam,1041.0,1.0,1.0,90.45
4055,Chrompet,1175.0,1.0,1.0,97.59
4056,Chrompet,810.0,1.0,1.0,98.8
4057,KK Nagar,1722.0,2.0,1.0,97.96
4058,Karapakkam,1475.0,2.0,2.0,82.96
4059,Anna Nagar,1522.0,1.0,1.0,112.95
4061,Chrompet,1286.0,2.0,1.0,149.63
4062,Velachery,1803.0,3.0,2.0,115.46
4063,Chrompet,866.0,1.0,1.0,101.73
4064,Adyar,1178.0,1.0,1.0,86.39
4065,Anna Nagar,1626.0,1.0,1.0,128.66
4066,Anna Nagar,1589.0,1.0,1.0,120.25
4067,Chrompet,1165.0,1.0,1.0,75.5
4068,Adyar,618.0,1.0,1.0,84.22
4069,Chrompet,1144.0,1.0,1.0,93.41
4070,Adyar,1201.0,2.0,2.0,142.03
4071,Karapakkam,879.0,1.0,1.0,63.13
4072,Anna Nagar,1501.0,1.0,1.0,136.27
4073,Adyar,1289.0,2.0,2.0,173.6
4074,KK Nagar,1741.0,2.0,1.0,104.58
4075,Karapakkam,1585.0,2.0,2.0,119.97
4076,Chrompet,897.0,1.0,1.0,91.63
4077,Chrompet,1172.0,1.0,1.0,97.02
4078,Karapakkam,1321.0,1.0,1.0,85.27
4079,Karapakkam,798.0,1.0,1.0,45.17
4080,T Nagar,1808.0,2.0,1.0,204.87
4081,Chrompet,934.0,1.0,1.0,77.75
4082,Chrompet,961.0,1.0,1.0,86.37
4083,Adyar,962.0,1.0,1.0,63.74
4084,KK Nagar,1778.0,3.0,2.0,105.67
4085,Anna Nagar,1756.0,1.0,1.0,123.69
4086,Karapakkam,1023.0,1.0,1.0,47.99
4087,Adyar,784.0,1.0,1.0,66.11
4088,KK Nagar,1485.0,2.0,1.0,81.95
4089,KK Nagar,2177.0,3.0,2.0,135.53
4090,KK Nagar,2088.0,3.0,2.0,128.8
4091,Adyar,1181.0,1.0,1.0,84.18
4092,KK Nagar,1308.0,1.0,1.0,91.69
4093,Karapakkam,663.0,1.0,1.0,38.16
4094,T Nagar,1975.0,2.0,1.0,135.67
4095,Chrompet,749.0,1.0,1.0,96.08
4096,Velachery,1727.0,2.0,1.0,82.7
4097,KK Nagar,2158.0,3.0,2.0,131.54
4098,Chrompet,1157.0,1.0,1.0,94.55
4099,T Nagar,1832.0,2.0,1.0,216.87
4100,Chrompet,1138.0,1.0,1.0,138.01
4101,Chrompet,770.0,1.0,1.0,63.49
4102,T Nagar,1842.0,2.0,1.0,130.4
4103,T Nagar,1882.0,2.0,1.0,197.62
4104,Chrompet,757.0,1.0,1.0,88.55
4105,Velachery,1884.0,3.0,2.0,99.55
4106,KK Nagar,1729.0,2.0,1.0,106.44
4107,Adyar,866.0,1.0,1.0,66.67
4108,Karapakkam,919.0,1.0,1.0,105.89
4109,KK Nagar,1587.0,2.0,1.0,89.84
4110,Chrompet,1282.0,2.0,1.0,110.73
4111,Chrompet,928.0,1.0,1.0,84.55
4112,Chrompet,898.0,1.0,1.0,68.02
4113,Adyar,692.0,1.0,1.0,78.15
4114,T Nagar,1972.0,2.0,1.0,139.42
4115,KK Nagar,2079.0,3.0,2.0,104.69
4116,KK Nagar,1486.0,2.0,1.0,126.17
4117,Anna Nagar,1742.0,1.0,1.0,209.83
4118,T Nagar,1936.0,2.0,1.0,137.88
4119,Karapakkam,1214.0,1.0,1.0,99.86
4120,Karapakkam,1257.0,1.0,1.0,66.6
4121,Karapakkam,841.0,1.0,1.0,53.56
4122,KK Nagar,2255.0,4.0,2.0,169.82
4123,Velachery,1605.0,2.0,1.0,137.59
4124,Chrompet,1188.0,1.0,1.0,128.4
4125,Chrompet,1213.0,2.0,1.0,102.43
4126,Chrompet,731.0,1.0,1.0,110.3
4127,KK Nagar,1781.0,3.0,2.0,161.75
4128,Chrompet,702.0,1.0,1.0,88.83
4129,Anna Nagar,1949.0,2.0,1.0,154.77
4130,Anna Nagar,1857.0,2.0,1.0,140.93
4131,KK Nagar,1904.0,3.0,2.0,107.82
4132,Karapakkam,1199.0,1.0,1.0,78.4
4133,Karapakkam,1228.0,1.0,1.0,115.31
4134,Velachery,1786.0,2.0,1.0,172.41
4135,Velachery,1953.0,3.0,2.0,89.16
4136,Karapakkam,1287.0,1.0,1.0,109.31
4137,KK Nagar,1369.0,2.0,1.0,91.04
4138,KK Nagar,1771.0,2.0,1.0,110.9
4139,Adyar,1082.0,1.0,1.0,91.78
4140,KK Nagar,1636.0,2.0,1.0,100.56
4141,Karapakkam,602.0,1.0,1.0,65.6
4142,T Nagar,1854.0,2.0,1.0,117.05
4143,Karapakkam,1655.0,2.0,2.0,98.38
4144,Adyar,698.0,1.0,1.0,98.79
4145,Chrompt,1101.0,1.0,1.0,85.73
4146,Karapakkam,785.0,1.0,1.0,65.76
4147,Adyar,1135.0,1.0,1.0,110.46
4148,Karapakkam,1308.0,1.0,1.0,82.42
4149,Adyar,924.0,1.0,1.0,105.72
4150,Karapakkam,508.0,1.0,1.0,67.1
4151,Velachery,1725.0,2.0,1.0,98.17
4152,Karapakkam,1665.0,2.0,2.0,115.14
4153,KK Nagar,1868.0,3.0,2.0,113.48
4154,Anna Nagar,1951.0,2.0,1.0,202.72
4155,T Nagar,1665.0,1.0,1.0,206.56
4156,Anna Nagar,1537.0,1.0,1.0,176.7
4157,Chrompet,912.0,1.0,1.0,115.83
4158,Karapakkam,724.0,1.0,1.0,80.33
4159,Karapakkam,516.0,1.0,1.0,33.32
4160,T Nagar,1764.0,1.0,1.0,139.71
4161,Chrompet,872.0,1.0,1.0,76.94
4162,Chrompet,887.0,1.0,1.0,131.18
4163,Chrompet,1080.0,1.0,1.0,127.22
4164,Chrompet,1045.0,1.0,1.0,94.8
4165,Karapakkam,1530.0,2.0,2.0,120.46
4166,Adyar,1132.0,1.0,1.0,60.5
4167,KK Nagar,2365.0,4.0,2.0,129.25
4168,Velachery,1781.0,2.0,1.0,100.49
4169,Chrompet,1138.0,1.0,1.0,117.7
4170,KK Nagar,2375.0,4.0,2.0,113.81
4171,Karapakkam,1115.0,1.0,1.0,62.25
4172,Chrompet,811.0,1.0,1.0,108.9
4173,Anna Nagar,1586.0,1.0,1.0,108.82
4174,Chrompet,1103.0,1.0,1.0,105.61
4175,Karapakkam,939.0,1.0,1.0,53.26
4176,Velachery,1727.0,2.0,1.0,73.42
4177,T Nagar,1672.0,1.0,1.0,189.11
4178,Anna Nagar,1581.0,1.0,1.0,180.11
4179,Anna Nagar,1781.0,1.0,1.0,197.89
4180,KK Nagar,1668.0,2.0,1.0,141.39
4181,Adyar,1263.0,2.0,2.0,79.27
4182,Adyar,819.0,1.0,1.0,74.84
4183,Karapakkam,1145.0,1.0,1.0,68.56
4184,Chrompet,1074.0,1.0,1.0,129.05
4185,T Nagar,1707.0,1.0,1.0,130.57
4186,KK Nagar,2145.0,3.0,2.0,173.57
4187,Adyar,737.0,1.0,1.0,69.17
4188,Adyar,1178.0,1.0,1.0,66.52
4189,Adyar,1261.0,2.0,2.0,96.53
4190,Karapakkam,807.0,1.0,1.0,76.03
4191,Chrompet,1167.0,1.0,1.0,97.9
4192,Karapakkam,1575.0,2.0,2.0,76.3
4193,Karapakkam,1177.0,1.0,1.0,70.14
4194,Karapakkam,1069.0,1.0,1.0,46.61
4195,Adyar,679.0,1.0,1.0,51.47
4196,Karapakkam,642.0,1.0,1.0,73.74
4197,Velachery,1850.0,3.0,2.0,102.36
4198,Anna Nagar,1692.0,1.0,1.0,178.75
4199,T Nagar,1788.0,1.0,1.0,212.18
4200,Adyar,817.0,1.0,1.0,115.6
4201,Karapakkam,1639.0,2.0,2.0,94.64
4202,Karapakkam,883.0,1.0,1.0,44.92
4203,Velachery,1827.0,3.0,2.0,88.03
4204,Anna Nagar,1986.0,2.0,1.0,132.46
4205,Velachery,1958.0,3.0,2.0,150.04
4206,Adyar,870.0,1.0,1.0,106.71
4207,Velachery,1662.0,2.0,1.0,78.72
4208,Anna Nagar,1835.0,2.0,1.0,144.3
4209,Adyar,1270.0,2.0,2.0,101.86
4210,KK Nagar,2292.0,4.0,2.0,129.46
4211,Karapakkam,1028.0,1.0,1.0,100.01
4212,KK Nagar,1865.0,3.0,2.0,169.35
4213,Adyar,981.0,1.0,1.0,93.48
4214,Karapakkam,916.0,1.0,1.0,54.34
4215,Velachery,1908.0,3.0,2.0,116.63
4216,Anna Nagar,1936.0,2.0,1.0,155.89
4217,Velachery,1926.0,3.0,2.0,103.37
4218,Chrompet,1083.0,1.0,1.0,142.01
4219,Anna Nagar,1780.0,1.0,1.0,137.09
4220,Velachery,1707.0,2.0,1.0,136.85
4221,Chrompet,900.0,1.0,1.0,79.53
4222,T Nagar,1519.0,1.0,1.0,123.33
4223,T Nagar,1934.0,2.0,1.0,220.53
4224,Karapakkam,1043.0,1.0,1.0,73.57
4225,Karapakkam,704.0,1.0,1.0,73.38
4226,Karapakkam,1539.0,2.0,2.0,99.96
4227,Karapakkam,1279.0,1.0,1.0,68.49
4228,Karapakkam,1568.0,2.0,2.0,104.62
4229,KK Nagar,2011.0,3.0,2.0,175.24
4230,Karapakkam,1566.0,2.0,2.0,100.1
4231,KK Nagar,1812.0,3.0,2.0,148.73
4232,T Nagar,1729.0,1.0,1.0,204.61
4233,Anna Nagar,1569.0,1.0,1.0,112.31
4234,KK Nagar,2068.0,3.0,2.0,127.11
4235,Anna Nagar,1869.0,2.0,1.0,150.11
4236,Chrompet,1271.0,2.0,1.0,101.39
4237,KK Nagar,1527.0,2.0,1.0,100.08
4238,Karapakkam,601.0,1.0,1.0,56.36
4239,Adyar,1206.0,2.0,2.0,78.78
4240,Anna Nagar,1878.0,2.0,1.0,117.16
4241,Karapakkam,884.0,1.0,1.0,32.26
4242,Chrompet,728.0,1.0,1.0,93.69
4243,Karapakkam,907.0,1.0,1.0,70.75
4244,Velachery,1534.0,2.0,1.0,55.87
4245,KK Nagar,2038.0,3.0,2.0,165.93
4246,KK Nagar,1512.0,2.0,1.0,94.79
4247,Karapakkam,695.0,1.0,1.0,63.56
4248,Velachery,1581.0,2.0,1.0,71.45
4249,Adyar,1238.0,2.0,2.0,106.26
4250,Karapakkam,1173.0,1.0,1.0,87.45
4251,Chrompet,797.0,1.0,1.0,123.35
4252,Karapakkam,1684.0,2.0,2.0,102.84
4253,Velachery,1974.0,3.0,2.0,142.15
4254,Chrompet,893.0,1.0,1.0,77.27
4255,Karapakkam,1026.0,1.0,1.0,55.64
4256,Anna Nagar,1812.0,2.0,1.0,123.92
4257,Adyar,1282.0,2.0,2.0,79.76
4258,KK Nagar,2449.0,4.0,2.0,125.73
4259,Chrompet,932.0,1.0,1.0,98.01
4260,Velachery,1564.0,2.0,1.0,149.18
4261,KK Nagar,1566.0,2.0,1.0,103.63
4262,Karapakkam,1266.0,1.0,1.0,65.04
4263,T Nagar,1945.0,2.0,1.0,138.64
4264,Karapakkam,1649.0,2.0,2.0,84.39
4265,Karapakkam,1081.0,1.0,1.0,58.18
4266,Velachery,1889.0,3.0,2.0,154.72
4267,Chrompet,779.0,1.0,1.0,78.83
4268,Chrompet,984.0,1.0,1.0,131.97
4269,KK Nagar,2495.0,4.0,2.0,140.93
4270,Chrompet,973.0,1.0,1.0,98.7
4271,Anna Nagar,1986.0,2.0,1.0,117.86
4272,Velachery,1829.0,3.0,2.0,130.09
4273,Chrompet,780.0,1.0,1.0,62.51
4274,Adyar,843.0,1.0,1.0,68.22
4275,Chrompet,913.0,1.0,1.0,66.85
4276,Karapakkam,779.0,1.0,1.0,32.2
4277,T Nagar,1725.0,1.0,1.0,148.45
4278,KK Nagar,2374.0,4.0,2.0,124.06
4279,Chrompet,778.0,1.0,1.0,90.95
4280,Adyar,989.0,1.0,1.0,90.41
4281,Karapakkam,1624.0,2.0,2.0,87.44
4282,Velachery,1989.0,3.0,2.0,109.77
4283,Karapakkam,1381.0,2.0,2.0,101.07
4284,Karapakkam,923.0,1.0,1.0,69.96
4285,Chrompet,1034.0,1.0,1.0,84.7
4286,Velachery,1794.0,2.0,1.0,101.48
4287,KK Nagar,2471.0,4.0,2.0,192.4
4288,Chrompet,1085.0,1.0,1.0,101.01
4289,KK Nagar,2070.0,3.0,2.0,117.72
4290,Chrompet,959.0,1.0,1.0,124.92
4291,Karapakkam,1341.0,2.0,2.0,71.31
4292,KK Nagar,1377.0,2.0,1.0,143.93
4293,Velachery,1862.0,3.0,2.0,120.98
4294,Velachery,1594.0,2.0,1.0,101.64
4295,Chrompet,1016.0,1.0,1.0,107.81
4296,KK Nagar,2321.0,4.0,2.0,127.56
4297,Adyar,1242.0,2.0,2.0,80.34
4298,Chrompet,707.0,1.0,1.0,79.73
4299,Chrompet,707.0,1.0,1.0,71.98
4300,Adyar,1120.0,1.0,1.0,104.4
4301,Adyar,774.0,1.0,1.0,118.27
4302,Chrompet,1083.0,1.0,1.0,90.45
4303,Chrompet,767.0,1.0,1.0,98.72
4304,Velachery,1725.0,2.0,1.0,109.95
4305,Karapakkam,1194.0,1.0,1.0,53.47
4306,Adyar,1052.0,1.0,1.0,147.38
4307,Adyar,667.0,1.0,1.0,73.36
4308,Karapakkam,1369.0,2.0,2.0,79.52
4309,Anna Nagar,1952.0,2.0,1.0,226.33
4310,Chrompet,1228.0,2.0,1.0,84.42
4311,Chrompet,1236.0,2.0,1.0,82.15
4312,Anna Nagar,1988.0,2.0,1.0,139.21
4313,Adyar,1018.0,1.0,1.0,75.2
4314,KK Nagar,2120.0,3.0,2.0,112.13
4315,KK Nagar,1602.0,2.0,1.0,96.52
4316,Velachery,1916.0,3.0,2.0,160.71
4317,Adyar,893.0,1.0,1.0,77.0
4318,Anna Nagar,1968.0,2.0,1.0,140.57
4319,Karapakkam,1424.0,2.0,2.0,109.36
4320,Chrompet,755.0,1.0,1.0,75.94
4321,Velachery,1643.0,2.0,1.0,86.57
4322,Chrompet,749.0,1.0,1.0,93.9
4323,T Nagar,1960.0,2.0,1.0,144.16
4324,Anna Nagar,1845.0,2.0,1.0,144.08
4325,KK Nagar,2092.0,3.0,2.0,123.65
4326,Velachery,1644.0,2.0,1.0,105.64
4327,T Nagar,1932.0,2.0,1.0,154.0
4328,Velachery,1861.0,3.0,2.0,157.94
4329,Anna Nagar,1838.0,2.0,1.0,149.73
4330,Chrompet,1016.0,1.0,1.0,80.79
4331,Chrompet,734.0,1.0,1.0,96.32
4332,KK Nagar,1304.0,1.0,1.0,87.18
4333,Adyar,698.0,1.0,1.0,91.56
4334,KK Nagar,1476.0,2.0,1.0,90.73
4335,Chrompet,1219.0,2.0,1.0,125.79
4336,Karapakkam,645.0,1.0,1.0,45.12
4337,Karapakkam,1532.0,2.0,2.0,94.84
4338,KK Nagar,1640.0,2.0,1.0,97.22
4339,Velachery,1799.0,2.0,1.0,117.62
4340,Chrompet,991.0,1.0,1.0,79.14
4341,KK Nagar,1890.0,3.0,2.0,120.63
4342,Karapakkam,1159.0,1.0,1.0,48.2
4343,Chrompet,948.0,1.0,1.0,138.71
4344,Anna Nagar,1761.0,1.0,1.0,208.17
4345,Karapakkam,1645.0,2.0,2.0,68.95
4346,Karapakkam,934.0,1.0,1.0,95.56
4347,Velachery,1612.0,2.0,1.0,120.77
4348,Anna Nagar,1773.0,1.0,1.0,124.4
4349,Chrompet,1193.0,1.0,1.0,99.15
4350,Karapakkam,1350.0,2.0,2.0,70.75
4351,T Nagar,1929.0,2.0,1.0,131.81
4352,Anna Nagar,1959.0,2.0,1.0,143.44
4353,Adyar,626.0,1.0,1.0,63.33
4354,KK Nagar,1758.0,2.0,1.0,104.55
4355,Karapakkam,1677.0,2.0,2.0,103.02
4356,Karapakkam,1538.0,2.0,2.0,109.11
4357,KK Nagar,2148.0,3.0,2.0,163.84
4358,Adyar,1098.0,1.0,1.0,96.48
4359,Chrompet,1146.0,1.0,1.0,138.22
4360,Anna Nagar,1796.0,1.0,1.0,127.54
4361,Anna Nagar,1578.0,1.0,1.0,196.28
4362,Chrompet,1207.0,2.0,1.0,125.43
4363,Chrompet,1125.0,1.0,1.0,93.66
4364,Chrompet,737.0,1.0,1.0,94.06
4365,Karapakkam,1483.0,2.0,2.0,67.55
4366,KK Nagar,1423.0,2.0,1.0,143.45
4367,T Nagar,1812.0,2.0,1.0,147.17
4368,Karapakkam,1028.0,1.0,1.0,82.56
4369,Velachery,1951.0,3.0,2.0,102.52
4370,Adyar,1215.0,2.0,2.0,107.28
4371,Karapakkam,1275.0,1.0,1.0,81.0
4372,Adyar,971.0,1.0,1.0,62.86
4373,KK Nagar,1323.0,1.0,1.0,87.8
4374,Anna Nagar,1527.0,1.0,1.0,103.66
4375,Anna Nagar,1978.0,2.0,1.0,154.17
4376,Chrompet,1041.0,1.0,1.0,135.12
4377,Karapakkam,1062.0,1.0,1.0,87.62
4378,KK Nagar,1407.0,2.0,1.0,94.52
4379,Anna Nagar,1905.0,2.0,1.0,209.99
4380,Karapakkam,1226.0,1.0,1.0,51.0
4381,Karapakkam,1198.0,1.0,1.0,60.56
4382,Adyar,1249.0,2.0,2.0,93.33
4383,KK Nagar,1310.0,1.0,1.0,123.51
4384,KK Nagar,2234.0,4.0,2.0,145.17
4385,Adyar,1032.0,1.0,1.0,112.38
4386,T Nagar,1666.0,1.0,1.0,111.67
4387,Chrompet,1212.0,2.0,1.0,95.73
4388,Adyar,897.0,1.0,1.0,106.47
4389,Karapakkam,919.0,1.0,1.0,78.55
4390,T Nagar,1842.0,2.0,1.0,213.63
4391,Velachery,1895.0,3.0,2.0,165.68
4392,KK Nagar,1305.0,1.0,1.0,88.12
4393,KK Nagar,1373.0,2.0,1.0,124.42
4394,T Nagar,1860.0,2.0,1.0,128.85
4395,Velachery,1808.0,3.0,2.0,91.48
4396,Chrompet,741.0,1.0,1.0,79.55
4397,KK Nagar,1634.0,2.0,1.0,97.37
4398,Chrompet,777.0,1.0,1.0,85.7
4399,Adyar,835.0,1.0,1.0,105.26
4400,Velachery,1950.0,3.0,2.0,89.79
4401,Chrompet,833.0,1.0,1.0,82.89
4402,KK Nagar,1778.0,3.0,2.0,111.78
4403,T Nagar,1541.0,1.0,1.0,136.55
4404,Karapakkam,1615.0,2.0,2.0,85.87
4405,Anna Nagar,1683.0,1.0,1.0,121.11
4406,KK Nagar,1901.0,3.0,2.0,110.95
4407,Velachery,1629.0,2.0,1.0,132.45
4408,Adyar,1030.0,1.0,1.0,125.91
4409,Anna Nagar,1733.0,1.0,1.0,135.55
4410,Adyar,765.0,1.0,1.0,66.33
4411,Karapakkam,920.0,1.0,1.0,66.62
4412,Karapakkam,1035.0,1.0,1.0,66.24
4413,Anna Nagar,1994.0,2.0,1.0,221.25
4414,Karapakkam,1158.0,1.0,1.0,57.82
